제품명,링크,가격,평점,등록일,스펙
LG전자 오브제컬렉션 코드제로 ThinQ R9 RO971WA + FS061PSRC,http://prod.danawa.com/info/?pcode=16245326&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"2,068,000원",,2022.01.,"로봇청소기+공기청정기세트 / 흡입전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간 / 충전시간: 4시간 / 5단계여과 / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상, 스마트페어링 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성안내 / 음성인식 / 리모컨 / [부가] 색상: 카밍베이지 / 무게: 4.2kg / 64비트쿼드코어CPU / 크기(가로x세로x깊이): 286x143x330mm / [FS061PSRC] 공기청정기 / 크기(가로x세로x깊이): 265x1120x265mm / ※ 상품 옵션 확인 후 구매"
파인로보틱스 아이센스 플러스 HAF-HC265WH,http://prod.danawa.com/info/?pcode=6673888&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"170,050원",4.2,2018.11.,로봇청소기 / 걸레전용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 3시간20분 / 충전시간: 2시간 / [기능] 리모컨 / 크기(가로x세로x깊이): 260x126x260mm
pNtASPAIM6,/ajax/productPot.ajax.php?key=pNtASPAIM6,268173원,,,pNtASPAIM6268173
LG전자 로보킹 R46CIM,http://prod.danawa.com/info/?pcode=5488015&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"825,000원",4.5,2017.09.,"로봇청소기 / 흡입+걸레겸용 / [센서] 카메라1개 / 장애물인식센서 / 초음파센서 / [성능] 인버터모터 / 사용시간(개당): 1시간40분 / 충전시간: 3시간 / 소음: 48dB / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 문턱등반 / 자동충전 / 자기위치메모리 / 음성안내 / [부가] 색상: 메탈릭레드 / 무게: 3kg / 패드: 초극세사 / 크기(가로x세로x깊이): 340x89x340mm"
LG전자 오브제컬렉션 코드제로 ThinQ R9 RO971GA + FS061PGRC,http://prod.danawa.com/info/?pcode=16182221&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"2,138,500원",,2022.01.,"로봇청소기+공기청정기세트 / 흡입전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간 / 충전시간: 4시간 / 5단계여과 / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상, 스마트페어링 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성안내 / 음성인식 / 리모컨 / [부가] 색상: 카밍그린 / 무게: 4.2kg / 64비트쿼드코어CPU / [FS061PGRC] 공기청정기 / 크기(가로x세로x깊이): 265x1120x265mm / ※ 상품 옵션 확인 후 구매"
아이로봇 Roomba i7+ + 브라바젯 M6,http://prod.danawa.com/info/?pcode=14736953&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,580,630원",5.0,2021.07.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 1시간15분 / 충전시간: 1시간30분 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인, 스마트페어링 / 스마트맵핑 / 문턱등반 / 자동충전 / 프리볼트 / [스테이션] 자동먼지비움 / [부가] 색상: 블랙 / ※ 상품 옵션 확인 후 구매"
에이스전자 ARC-312,http://prod.danawa.com/info/?pcode=13236596&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"459,000원",4.0,2021.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 자이로센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 2100Pa / 사용시간(개당): 2시간10분 / 충전시간: 6시간30분 / 헤파필터 / 소음: 72dB / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / [부가] 먼지통용량: 0.3L / 물통용량: 0.3L / 색상: 블랙 / 무게: 3.1kg / 크기(가로x세로x깊이): 345x98.5x345mm"
호봇 HOBOT-298,http://prod.danawa.com/info/?pcode=9879129&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"299,000원",4.2,2019.11.,로봇청소기 / 유리청소 / [성능] 사용시간(개당): 20분 / [기능] 스마트폰제어: 원격제어 / 리모컨 / 물분사 / 낙하방지로프 / 프리볼트 / [부가] 무게: 1.28kg / 크기(가로x세로x깊이): 240x100x240mm
단후이 W5,http://prod.danawa.com/info/?pcode=7910701&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"385,000원",3.0,2019.05.,로봇청소기 / 유리청소 / [센서] 장애물인식센서 / 추락방지센서 / 흡입력: 3500Pa / [기능] 리모컨 / 모서리감지센서 / 백업전원시스템 / 흡입력: 3500Pa / 크기(가로x세로x깊이): 265x120x271mm
알파와이즈 WS-960,http://prod.danawa.com/info/?pcode=7927567&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"219,780원",5.0,2019.05.,로봇청소기 / 유리청소 / [센서] 추락방지센서 / 흡입력: 2800Pa / 사용시간(개당): 30분 / [기능] 리모컨 / [부가] 색상: 화이트 / 무게: 4.8kg / 창문엣지감지 / 배터리잔량표시
유진로봇 아이클레보 O5 YCR-M07-20W,http://prod.danawa.com/info/?pcode=6505661&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"312,450원",4.7,2018.10.,"로봇청소기 / 흡입+걸레겸용 / [센서] 카메라1개 / 자이로센서 / 장애물인식센서 / 추락방지센서 / 엔코더범퍼 / [성능] 사용시간(개당): 2시간 / 충전시간: 4시간 / 소음: 44.6dB / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 리모컨 / [부가] 색상: 다크그레이 / 무게: 3.2kg / 3단계흡입조절 / 크기(가로x세로x깊이): 346x87x354mm"
에코백스 D-352,http://prod.danawa.com/info/?pcode=5744456&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"251,378원",,2017.12.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 자동충전 / [부가] 색상: 핑크
리빙웰코리아 카이볼 R9,http://prod.danawa.com/info/?pcode=15790454&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"558,400원",4.5,2021.11.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 추락방지센서 / 범핑센서 / [성능] BLDC모터 / 흡입력: 3000Pa / 사용시간(개당): 4시간 / 충전시간: 6시간30분 / 헤파필터 / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 카펫인지 / 리모컨 / [스테이션] 자동먼지비움 / 먼지용량: 5.5L / [부가] 먼지통용량: 0.5L / 물통용량: 0.11L / 색상: 블랙 / 무게: 3.5kg / 크기(가로x세로x깊이): 350x98x350mm"
에코백스 디봇 500,http://prod.danawa.com/info/?pcode=13417340&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"88,046원",,2021.02.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [기능] 스마트폰제어: 원격제어 / 자동충전
LG전자 오브제컬렉션 코드제로 ThinQ R9 RO971WA + FS061PSGC,http://prod.danawa.com/info/?pcode=16245332&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,879,100원",,2022.01.,"로봇청소기+공기청정기세트 / 흡입전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간 / 충전시간: 4시간 / 5단계여과 / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상, 스마트페어링 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성안내 / 음성인식 / 리모컨 / [부가] 색상: 카밍베이지 / 무게: 4.2kg / 64비트쿼드코어CPU / 크기(가로x세로x깊이): 286x143x330mm / [FS061PSGC] 공기청정기 / 크기(가로x세로x깊이): 265x1120x265mm / ※ 상품 옵션 확인 후 구매"
에코백스 디봇 DD37,http://prod.danawa.com/info/?pcode=14712470&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"209,500원",,2021.07.,로봇청소기 / 흡입전용 / [성능] 헤파필터 / 소음: 50~60dB / [기능] 스마트폰제어: 원격제어 / 스마트맵핑 / 문턱등반 / 자동충전 / [부가] 먼지통용량: 0.45L
니봇 JSK-19012,http://prod.danawa.com/info/?pcode=10024695&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"199,000원",4.3,2019.11.,로봇청소기 / 흡입+걸레겸용 / [센서] 추락방지센서 / 범핑센서 / [성능] 사용시간(개당): 1시간 / 충전시간: 6시간 / 2단계여과 / [기능] 문턱등반 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.35L / 색상: 블랙 / 무게: 1.75kg / 크기(가로x깊이): 290x76x290mm
LG전자 로보킹 R45CIM,http://prod.danawa.com/info/?pcode=4863918&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"567,950원",4.6,2017.01.,로봇청소기 / 흡입+걸레겸용 / [센서] 카메라1개 / 초음파센서 / [성능] 인버터모터 / 사용시간(개당): 1시간40분 / 충전시간: 3시간 / 소음: 48dB / [기능] 문턱등반 / 자동충전 / 자기위치메모리 / [부가] 색상: 메탈릭레드 / 무게: 3kg / 패드: 초극세사 / 크기(가로x세로x깊이): 340x89x340mm
클린 로봇,http://prod.danawa.com/info/?pcode=6136133&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"23,000원",,2016.12.,"로봇청소기 / 걸레전용 / [부가] 색상: 블랙, 화이트 / 패드: 일회용정전기패드 / 크기(가로x세로): 230x80x230mm"
다이슨 360 EYE,http://prod.danawa.com/info/?pcode=4469752&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,372,210원",,2014.12.,"로봇청소기 / 흡입전용 / [센서] 장애물인식센서 / [성능] 사용시간(개당): 20분 / 충전시간: 2시간 / [기능] 스마트폰제어: 원격제어 / 자동충전 / [부가] 색상: 블루, 퓨시아 / 무게: 2.4kg / 변환어댑터: 필요 / 브러쉬: 카본파이버 / 크기(가로x세로x깊이): 230x120x240mm"
스마트 창문 로봇청소기,http://prod.danawa.com/info/?pcode=5752484&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"159,800원",4.7,2017.12.,로봇청소기 / 유리청소 / [기능] 프리볼트 / [부가] 색상: 화이트 / 무게: 2.8kg / 흡입력: 5600Pa / 크기(가로x세로x깊이): 285x136x100mm
필립스 FC8776/01,http://prod.danawa.com/info/?pcode=5320744&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"500,830원",4.4,2017.07.,로봇청소기 / 흡입전용 / [센서] 장애물인식센서 / IR센서 / [성능] 사용시간(개당): 1시간40분 / [기능] 문턱등반 / 자동충전 / 리모컨 / [부가] 먼지통용량: 0.3L / 색상: 블랙+골드 / 무게: 1.73kg / 크기(가로x세로x깊이): 440x120x475mm
에코백스 윈봇 W880,http://prod.danawa.com/info/?pcode=14010134&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"340,090원",,2021.04.,로봇청소기 / 유리청소 / [기능] 음성안내 / 리모컨 / [부가] 색상: 화이트
크레타 G2 CRVC-2,http://prod.danawa.com/info/?pcode=8649638&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"386,400원",4.6,2019.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 1시간50분 / 충전시간: 5~6시간 / 3단계여과 / 소음: 65dB / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.55L / 물통용량: 0.3L / 색상: 브라이트화이트, 헤어라인그레이 / 무게: 2.6kg / 크기(가로x세로x깊이): 325x70x325mm"
삼성전자 비스포크 제트 VS20B957F5E + VR30T85514U,http://prod.danawa.com/info/?pcode=16866920&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,095,000원",5.0,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 펫 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
eufy 로보백 11S,http://prod.danawa.com/info/?pcode=13414571&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"259,900원",,2021.02.,로봇청소기 / 흡입전용 / [센서] 추락방지센서 / [성능] 흡입력: 1300Pa / 사용시간(개당): 1시간40분 / 3단계여과 / 문턱등반 / 카펫인지 / 자동충전 / 리모컨 / [부가] 먼지통용량: 0.6L / 색상: 블랙 / 무게: 2.6kg / 크기(가로x세로x깊이): 325.12x72.39x325.12mm
로디 ROD-RC1200B,http://prod.danawa.com/info/?pcode=10180464&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"123,970원",,2019.12.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 흡입력: 1800Pa / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 소음: 50dB / [부가] 먼지통용량: 0.4L / 색상: 화이트 / 무게: 0.58kg / 크기(가로x세로x깊이): 258x68x258mm
룸앤홈 벨로닉스 SHRV-017,http://prod.danawa.com/info/?pcode=5883047&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"187,060원",4.1,2018.02.,"로봇청소기 / 흡입+걸레겸용 / [센서] 추락방지센서 / [성능] BLDC모터 / 사용시간(개당): 1시간20분~2시간 / 충전시간: 3~4시간 / 헤파필터 / 소음: 60dB / [기능] 스마트폰제어: 원격제어 / 자동충전 / 리모컨 / [부가] 먼지통용량: 0.4L / 물통용량: 0.3L / 색상: 화이트, 핑크, 블랙 / 무게: 3kg / 크기(가로x세로x깊이): 320x84x320mm"
COP ROSE X6,http://prod.danawa.com/info/?pcode=5340310&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"265,000원",,2017.07.,로봇청소기 / 유리청소 / [센서] 장애물인식센서 / 추락방지센서 / 소음: 60dB / [기능] 리모컨 / [부가] 색상: 화이트 / 무게: 1.2kg / 크기(가로x세로): 400x400mm
아이로봇 Roomba i3+ + 브라바 390t,http://prod.danawa.com/info/?pcode=16981541&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,048,240원",,2022.05.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 추락방지센서 / [성능] 사용시간(개당): 1시간15분 / 충전시간: 1시간30분 / [기능] 스마트폰제어: 원격제어, 이동동선확인, 스마트페어링 / 문턱등반 / 자동충전 / 음성인식 / 프리볼트 / [스테이션] 자동먼지비움 / [부가] 색상: 블랙 / ※ 상품 옵션 확인 후 구매"
삼성전자 비스포크 제트 VS20B956AXG + VR30T80313W,http://prod.danawa.com/info/?pcode=16764380&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"898,710원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
유진로봇 아이클레보 라이트 YCR-M06,http://prod.danawa.com/info/?pcode=2588292&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"296,100원",4.0,2014.04.,로봇청소기 / 흡입+걸레겸용 / [성능] 사용시간(개당): 2시간 / 충전시간: 3시간 / 소음: 60dB / [기능] 문턱등반 / 리모컨 / [부가] 색상: 크림슨레드 / 무게: 2.7kg / 크기(가로x세로x깊이): 350x89x350mm
삼성전자 비스포크 제트 VS20B956AXE + VR30T85514W,http://prod.danawa.com/info/?pcode=16800980&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"1,622,000원",5.0,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
LG전자 코드제로 ThinQ R9 R961IA + M971V,http://prod.danawa.com/info/?pcode=16564607&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,327,500원",,2022.03.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간30분 / 충전시간: 4시간 / 헤파필터 / 5단계여과 / 소음: 55dB / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성인식 / 리모컨 / [부가] 색상: 아이언그레이 / 무게: 4.2kg / 크기(가로x세로x깊이): 286x143x330mm / ※ 상품 옵션 확인 후 구매"
LG전자 코드제로 ThinQ R9 R961VA + M970V,http://prod.danawa.com/info/?pcode=14783072&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,323,000원",,2021.07.,"로봇청소기 / 흡입전용+걸레전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간30분 / 충전시간: 4시간 / 헤파필터 / 5단계여과 / 소음: 55dB / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성인식 / 리모컨 / [부가] 색상: 빈티지와인 / 무게: 4.2kg / 크기(가로x세로x깊이): 286x143x330mm / ※ 상품 옵션 확인 후 구매"
파워 SG-SO1,http://prod.danawa.com/info/?pcode=7730365&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"42,000원",3.0,2019.04.,"로봇청소기 / 흡입전용 / [센서] 장애물인식센서 / 추락방지센서 / [부가] 색상: 블랙, 화이트"
로보락 H7 + S7 MaxV Ultra + Dyad,http://prod.danawa.com/info/?pcode=17070248&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,530,000원",5.0,2022.05.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입전용 / 흡입력: 160AW / [배터리] 충전시간: 2시간30분 / 사용시간(개당): 1시간30분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 배터리잔량표시 / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [부가] 먼지통용량: 0.5L / 무게: 1.46kg / 크기(가로x세로x깊이): 231x284x111mm / ※ 상품 옵션 확인 후 구매
삼성전자 비스포크 제트 VS20B957G5G + VR50T95936U,http://prod.danawa.com/info/?pcode=16866650&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,809,000원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 펫 / 침구 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
삼성전자 비스포크 제트 VS20B957G5E + VR50T95936U,http://prod.danawa.com/info/?pcode=16866653&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,809,000원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 펫 / 침구 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
